customer_id,revenue,orders,units_purchased,unique_products,first_purchase,last_purchase,country,average_order_value,revenue_rank
18075,2611.75,10,1464,97,2010-12-14 10:48:00,2011-11-16 15:21:00,United Kingdom,261.175,665
12836,2610.36,4,1062,148,2011-02-01 11:19:00,2011-10-11 15:10:00,United Kingdom,652.59,666
12726,2609.1,7,3143,57,2010-12-17 12:56:00,2011-11-11 13:35:00,France,372.7285714285714,667
13136,2607.61,5,1328,94,2011-05-11 12:47:00,2011-10-14 13:41:00,United Kingdom,521.522,668
13983,2603.43,12,1183,91,2010-12-08 10:38:00,2011-11-10 11:06:00,United Kingdom,216.9525,669
17317,2600.34,3,1146,8,2011-09-11 12:45:00,2011-10-24 17:19:00,United Kingdom,866.7800000000001,670
17965,2599.19,14,1532,274,2010-12-05 15:54:00,2011-11-02 09:31:00,United Kingdom,185.65642857142856,671
12600,2599.04,10,774,32,2010-12-03 12:57:00,2011-11-11 10:29:00,Germany,259.904,672
14408,2599.03,7,1610,60,2011-03-20 14:41:00,2011-11-29 11:41:00,United Kingdom,371.29,673
13895,2593.07,4,1365,97,2011-06-28 10:17:00,2011-11-11 16:57:00,United Kingdom,648.2675,674
16919,2592.25,11,1403,141,2010-12-06 12:52:00,2011-07-06 13:35:00,United Kingdom,235.6590909090909,675
16241,2590.31,13,1443,347,2010-12-05 11:04:00,2011-11-30 11:08:00,United Kingdom,199.2546153846154,676
14243,2588.77,10,1221,99,2010-12-09 08:34:00,2011-12-01 11:12:00,United Kingdom,258.877,677
13804,2588.39,7,1462,124,2011-02-23 09:09:00,2011-11-09 12:32:00,United Kingdom,369.77,678
18077,2584.41,11,1839,101,2010-12-08 10:21:00,2011-12-01 13:32:00,United Kingdom,234.94636363636363,679
13911,2580.91,9,2731,120,2011-02-04 14:46:00,2011-10-13 15:43:00,United Kingdom,286.7677777777778,680
14546,2573.93,5,1313,250,2011-04-05 12:37:00,2011-12-04 13:00:00,United Kingdom,514.786,681
18245,2567.06,7,1788,153,2010-12-19 14:58:00,2011-12-02 14:48:00,United Kingdom,366.72285714285715,682
15485,2564.5,3,1281,59,2010-12-01 13:23:00,2011-11-09 14:31:00,United Kingdom,854.8333333333334,683
16308,2560.0,4,8000,1,2011-03-23 14:46:00,2011-11-02 11:24:00,United Kingdom,640.0,684
15033,2557.18,10,1672,315,2011-01-14 13:28:00,2011-12-05 12:40:00,United Kingdom,255.718,685
16912,2555.58,11,1025,88,2011-01-20 15:42:00,2011-11-11 12:18:00,United Kingdom,232.32545454545453,686
14334,2552.21,8,1731,98,2010-12-16 17:37:00,2011-11-23 10:01:00,United Kingdom,319.02625,687
14676,2548.2400000000002,6,2500,29,2011-03-01 14:26:00,2011-11-08 13:29:00,United Kingdom,424.7066666666667,688
14776,2538.2999999999997,11,3134,44,2011-01-31 13:17:00,2011-10-19 15:34:00,United Kingdom,230.75454545454542,689
17700,2534.64,4,1266,116,2011-03-03 16:34:00,2011-11-23 11:51:00,United Kingdom,633.66,690
15572,2533.42,7,1213,166,2011-03-06 14:44:00,2011-12-05 10:09:00,United Kingdom,361.9171428571429,691
14659,2529.93,9,1195,147,2011-01-28 12:43:00,2011-12-01 12:17:00,United Kingdom,281.1033333333333,692
17314,2527.92,8,1896,120,2011-01-31 11:25:00,2011-11-15 09:41:00,United Kingdom,315.99,693
14701,2526.09,9,921,268,2011-01-27 12:40:00,2011-11-29 12:38:00,United Kingdom,280.6766666666667,694
13394,2520.02,8,2392,124,2011-02-03 10:39:00,2011-12-08 11:36:00,United Kingdom,315.0025,695
17449,2519.21,7,1121,178,2010-12-15 10:57:00,2011-12-07 16:56:00,United Kingdom,359.88714285714286,696
15245,2515.84,3,1784,55,2011-03-23 13:42:00,2011-07-28 18:56:00,United Kingdom,838.6133333333333,697
13344,2511.69,3,952,115,2011-03-07 10:28:00,2011-10-03 09:45:00,United Kingdom,837.23,698
12352,2506.04,8,536,59,2011-02-16 12:33:00,2011-11-03 14:37:00,Norway,313.255,699
13695,2504.13,15,1603,46,2011-03-25 11:31:00,2011-11-08 14:26:00,United Kingdom,166.942,700
13471,2501.84,4,1583,214,2011-10-23 13:10:00,2011-12-08 15:44:00,United Kingdom,625.46,701
15932,2495.87,8,2325,93,2011-02-23 14:50:00,2011-12-05 17:13:00,United Kingdom,311.98375,702
16477,2494.46,7,1415,111,2010-12-03 12:48:00,2011-10-07 09:44:00,United Kingdom,356.3514285714286,703
15271,2493.34,15,1251,184,2010-12-09 13:47:00,2011-12-02 14:11:00,United Kingdom,166.22266666666667,704
12483,2484.98,8,1110,46,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,310.6225,705
12913,2483.63,5,1419,37,2010-12-06 16:36:00,2011-12-05 12:11:00,United Kingdom,496.726,706
12517,2481.6,5,1361,232,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,496.32,707
14315,2481.13,6,1021,64,2011-03-18 12:59:00,2011-10-26 12:06:00,United Kingdom,413.5216666666667,708
13507,2479.16,4,1597,146,2011-07-17 11:50:00,2011-12-06 13:13:00,United Kingdom,619.79,709
13588,2478.95,9,2606,131,2011-03-29 15:53:00,2011-11-24 10:42:00,United Kingdom,275.43888888888887,710
17682,2474.33,6,1367,48,2010-12-06 13:35:00,2011-11-29 15:59:00,United Kingdom,412.3883333333333,711
17188,2474.23,7,1328,71,2010-12-12 12:56:00,2011-11-28 13:53:00,United Kingdom,353.4614285714286,712
14766,2473.37,6,1349,111,2010-12-08 15:33:00,2011-12-01 16:05:00,United Kingdom,412.2283333333333,713
16710,2467.9900000000002,10,1823,268,2010-12-06 13:13:00,2011-11-20 14:50:00,United Kingdom,246.79900000000004,714
17164,2467.35,7,1501,92,2011-03-11 14:26:00,2011-11-07 09:14:00,United Kingdom,352.4785714285714,715
12455,2466.86,6,2089,85,2011-02-16 09:56:00,2011-09-27 15:31:00,Cyprus,411.1433333333334,716
17131,2463.17,5,983,78,2011-09-25 12:42:00,2011-12-04 12:52:00,United Kingdom,492.634,717
15750,2463.05,8,1783,214,2010-12-08 10:36:00,2011-12-07 12:34:00,United Kingdom,307.88125,718
13784,2462.79,11,2493,9,2011-01-11 14:38:00,2011-11-30 09:33:00,United Kingdom,223.89,719
13975,2461.2400000000002,6,1697,240,2011-03-08 12:19:00,2011-11-08 13:19:00,United Kingdom,410.2066666666667,720
15674,2446.6,5,1275,88,2011-03-30 09:19:00,2011-09-27 15:17:00,United Kingdom,489.32,721
14163,2445.91,4,893,36,2011-04-14 17:33:00,2011-09-13 15:18:00,United Kingdom,611.4775,722
14502,2429.83,11,1480,368,2011-01-30 15:52:00,2011-11-20 11:50:00,United Kingdom,220.89363636363635,723
17071,2429.03,9,1197,102,2011-02-03 08:18:00,2011-11-11 16:31:00,United Kingdom,269.89222222222224,724
15527,2428.53,8,991,127,2010-12-20 14:15:00,2011-11-21 12:17:00,United Kingdom,303.56625,725
13949,2427.32,6,2474,124,2011-09-06 11:55:00,2011-12-07 09:35:00,United Kingdom,404.55333333333334,726
16143,2424.94,6,919,75,2010-12-05 15:18:00,2011-12-06 14:13:00,United Kingdom,404.1566666666667,727
17722,2424.04,4,1595,111,2010-12-08 12:41:00,2011-09-04 15:22:00,United Kingdom,606.01,728
15089,2420.84,6,1359,139,2011-08-03 14:14:00,2011-11-29 16:31:00,United Kingdom,403.47333333333336,729
15373,2415.91,12,500,74,2010-12-03 14:40:00,2011-12-01 15:05:00,United Kingdom,201.32583333333332,730
12397,2409.9,2,1263,110,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,1204.95,731
17589,2404.17,4,1631,172,2011-04-13 13:47:00,2011-10-10 16:58:00,United Kingdom,601.0425,732
15980,2398.86,3,1560,40,2011-03-30 15:05:00,2011-09-12 09:41:00,United Kingdom,799.62,733
18065,2392.83,14,1027,110,2010-12-10 12:44:00,2011-12-04 10:30:00,United Kingdom,170.91642857142855,734
13141,2388.75,5,1548,113,2011-01-28 13:04:00,2011-09-16 09:54:00,United Kingdom,477.75,735
15370,2386.05,7,830,65,2011-01-11 11:32:00,2011-10-30 10:58:00,United Kingdom,340.86428571428576,736
14493,2383.2400000000002,5,1285,95,2011-07-07 16:59:00,2011-12-02 16:14:00,United Kingdom,476.648,737
14239,2380.85,11,993,83,2011-01-27 14:45:00,2011-10-27 14:40:00,United Kingdom,216.4409090909091,738
15270,2379.49,7,1521,22,2011-02-02 13:25:00,2011-11-24 09:24:00,United Kingdom,339.9271428571428,739
13722,2375.41,3,1401,75,2011-03-02 11:43:00,2011-07-31 12:44:00,United Kingdom,791.8033333333333,740
17434,2373.82,7,1693,100,2011-09-15 13:54:00,2011-12-07 13:16:00,United Kingdom,339.1171428571429,741
13908,2369.55,4,1478,104,2011-03-08 12:04:00,2011-09-21 11:49:00,United Kingdom,592.3875,742
17530,2367.12,10,1514,306,2010-12-09 20:01:00,2011-12-08 18:42:00,United Kingdom,236.712,743
15755,2364.25,6,1427,127,2011-02-18 11:53:00,2011-11-29 14:57:00,United Kingdom,394.0416666666667,744
12457,2363.23,7,843,53,2011-04-14 18:57:00,2011-10-04 13:13:00,Switzerland,337.6042857142857,745
14930,2362.96,3,1160,116,2011-03-10 14:42:00,2011-08-23 10:31:00,Channel Islands,787.6533333333333,746
14030,2358.84,8,1478,210,2010-12-08 16:11:00,2011-11-21 16:48:00,United Kingdom,294.855,747
17634,2358.59,9,838,209,2011-01-06 12:45:00,2011-11-03 13:09:00,United Kingdom,262.0655555555556,748
14440,2357.68,5,588,33,2010-12-09 12:49:00,2011-12-01 15:42:00,United Kingdom,471.53599999999994,749
15140,2354.25,7,1572,74,2011-03-20 14:37:00,2011-10-18 14:07:00,United Kingdom,336.32142857142856,750
14309,2352.53,9,1633,74,2010-12-16 13:05:00,2011-12-01 13:33:00,United Kingdom,261.39222222222224,751
12704,2340.84,8,1006,64,2011-06-23 10:20:00,2011-12-02 13:15:00,Finland,292.605,752
18259,2338.6,3,714,27,2010-12-08 13:38:00,2011-11-15 12:34:00,United Kingdom,779.5333333333333,753
12584,2338.15,9,416,44,2011-03-04 15:15:00,2011-12-06 09:35:00,Italy,259.7944444444445,754
18257,2337.63,8,1041,97,2011-02-16 15:13:00,2011-10-31 14:48:00,United Kingdom,292.20375,755
15281,2332.15,9,1211,121,2011-01-10 15:51:00,2011-10-12 09:10:00,United Kingdom,259.1277777777778,756
12782,2330.92,5,1086,81,2010-12-17 11:30:00,2011-12-05 09:16:00,Portugal,466.184,757
15785,2328.9700000000003,5,1612,58,2011-02-17 14:17:00,2011-11-07 11:33:00,United Kingdom,465.79400000000004,758
17313,2328.84,1,1402,24,2011-11-08 15:45:00,2011-11-08 15:45:00,United Kingdom,2328.84,759
17744,2322.4,6,3412,110,2010-12-16 14:17:00,2011-12-06 12:11:00,United Kingdom,387.06666666666666,760
17211,2317.2200000000003,8,1323,150,2010-12-05 12:44:00,2011-11-13 12:03:00,United Kingdom,289.65250000000003,761
14290,2314.65,5,915,89,2010-12-13 10:24:00,2011-11-28 14:02:00,United Kingdom,462.93,762
15365,2314.32,7,1084,65,2011-01-28 13:08:00,2011-11-14 08:29:00,United Kingdom,330.6171428571429,763
17954,2314.13,12,2221,326,2010-12-03 14:18:00,2011-12-04 14:15:00,United Kingdom,192.84416666666667,764
13704,2308.06,9,1531,111,2011-09-12 14:40:00,2011-12-04 15:13:00,United Kingdom,256.4511111111111,765
15288,2306.52,5,775,80,2010-12-09 13:59:00,2011-10-27 16:58:00,United Kingdom,461.304,766
16550,2298.97,5,1540,162,2010-12-06 13:53:00,2011-08-23 11:12:00,United Kingdom,459.794,767
15105,2298.93,7,1211,90,2011-07-28 10:09:00,2011-11-21 16:54:00,United Kingdom,328.4185714285714,768
13115,2294.78,4,1567,88,2011-06-08 16:15:00,2011-11-28 12:38:00,United Kingdom,573.695,769
15704,2293.62,4,1028,79,2011-05-08 12:42:00,2011-07-22 13:35:00,United Kingdom,573.405,770
12615,2291.19,4,1376,82,2011-06-24 13:35:00,2011-12-07 15:02:00,France,572.7975,771
17696,2285.71,8,1756,78,2010-12-10 09:51:00,2011-11-01 13:43:00,United Kingdom,285.71375,772
12684,2283.63,7,1985,61,2011-05-10 12:55:00,2011-12-02 09:53:00,France,326.23285714285714,773
14554,2279.4900000000002,4,1443,147,2011-10-18 13:04:00,2011-11-29 16:44:00,United Kingdom,569.8725000000001,774
13994,2274.14,6,932,122,2011-07-14 18:28:00,2011-12-06 11:05:00,United Kingdom,379.0233333333333,775
13317,2273.68,6,1035,100,2010-12-16 09:22:00,2011-10-04 13:35:00,United Kingdom,378.94666666666666,776
14466,2272.4,7,1006,35,2010-12-02 13:36:00,2011-11-10 14:07:00,United Kingdom,324.62857142857143,777
16782,2267.9500000000003,13,705,103,2010-12-09 11:28:00,2011-11-29 13:20:00,United Kingdom,174.45769230769233,778
16057,2263.12,7,863,109,2011-02-28 10:35:00,2011-11-23 15:23:00,United Kingdom,323.30285714285714,779
16209,2262.62,5,1179,37,2011-04-07 12:23:00,2011-09-12 11:58:00,United Kingdom,452.524,780
16293,2248.9900000000002,10,982,102,2010-12-07 15:02:00,2011-11-18 09:58:00,United Kingdom,224.89900000000003,781
13700,2248.63,10,2281,139,2011-01-16 13:18:00,2011-11-13 13:00:00,United Kingdom,224.863,782
17442,2248.56,6,1496,96,2011-02-22 13:02:00,2011-11-03 09:17:00,United Kingdom,374.76,783
14432,2248.5,6,2013,256,2011-09-11 14:09:00,2011-11-30 08:04:00,United Kingdom,374.75,784
15235,2247.51,12,1324,132,2010-12-01 17:22:00,2011-05-06 09:44:00,United Kingdom,187.29250000000002,785
16735,2247.41,5,1532,88,2011-01-09 12:53:00,2011-09-22 11:49:00,United Kingdom,449.48199999999997,786
16771,2242.61,5,1487,200,2011-01-05 13:57:00,2011-11-06 13:28:00,United Kingdom,448.52200000000005,787
13527,2242.36,7,1683,153,2011-01-17 11:17:00,2011-11-06 12:04:00,United Kingdom,320.33714285714285,788
14211,2241.1,9,1242,87,2011-02-17 15:50:00,2011-10-17 13:23:00,United Kingdom,249.0111111111111,789
14560,2237.77,22,1260,39,2010-12-17 09:22:00,2011-12-02 15:22:00,United Kingdom,101.71681818181818,790
16076,2234.73,10,1435,71,2011-05-15 12:31:00,2011-12-06 14:59:00,United Kingdom,223.473,791
18242,2232.4900000000002,4,1017,72,2011-05-10 11:20:00,2011-09-28 13:43:00,United Kingdom,558.1225000000001,792
12783,2225.91,6,624,76,2011-09-25 15:35:00,2011-12-07 15:56:00,Portugal,370.98499999999996,793
13365,2225.37,2,1247,122,2011-05-06 12:00:00,2011-11-06 12:36:00,United Kingdom,1112.685,794
15834,2225.15,4,961,242,2011-03-07 17:52:00,2011-09-30 14:41:00,United Kingdom,556.2875,795
15665,2222.21,2,1654,92,2011-04-10 15:09:00,2011-06-24 14:57:00,United Kingdom,1111.105,796
14825,2221.01,12,989,82,2010-12-06 12:30:00,2011-12-06 11:38:00,United Kingdom,185.08416666666668,797
15811,2218.62,6,1071,117,2010-12-09 15:29:00,2011-11-17 15:31:00,United Kingdom,369.77,798
12876,2218.02,2,1941,67,2011-05-27 13:34:00,2011-10-13 12:26:00,Belgium,1109.01,799
14226,2214.79,5,1296,64,2011-03-15 15:36:00,2011-11-11 11:34:00,United Kingdom,442.95799999999997,800
16743,2213.13,7,2035,89,2010-12-16 12:15:00,2011-11-10 13:13:00,United Kingdom,316.1614285714286,801
15722,2211.21,5,1023,45,2011-02-22 12:24:00,2011-11-04 11:43:00,United Kingdom,442.242,802
12653,2209.85,2,919,37,2011-02-16 10:53:00,2011-07-14 10:41:00,Israel,1104.925,803
13862,2209.36,8,1688,97,2011-01-11 15:13:00,2011-11-21 16:24:00,United Kingdom,276.17,804
15797,2207.4,4,873,8,2011-01-24 15:47:00,2011-08-18 17:04:00,United Kingdom,551.85,805
15179,2206.9500000000003,5,1938,91,2011-01-24 13:48:00,2011-11-21 12:53:00,United Kingdom,441.39000000000004,806
17591,2203.67,7,1000,81,2010-12-07 15:39:00,2011-09-27 13:42:00,United Kingdom,314.81,807
15123,2199.31,2,1195,93,2011-05-17 14:57:00,2011-12-02 13:12:00,United Kingdom,1099.655,808
13831,2198.45,6,743,58,2010-12-05 12:13:00,2011-11-23 15:41:00,United Kingdom,366.4083333333333,809
14700,2195.1,3,1314,80,2011-04-15 13:16:00,2011-11-07 14:40:00,United Kingdom,731.6999999999999,810
16628,2188.05,5,1205,79,2011-04-19 08:55:00,2011-11-10 12:45:00,United Kingdom,437.61,811
17406,2184.42,3,780,99,2010-12-08 10:35:00,2011-01-10 15:07:00,United Kingdom,728.14,812
15394,2183.54,4,910,54,2010-12-16 12:46:00,2011-11-30 11:49:00,United Kingdom,545.885,813
12909,2178.67,5,1280,78,2011-03-31 12:51:00,2011-10-31 12:43:00,United Kingdom,435.73400000000004,814
12856,2170.78,6,1076,155,2011-10-07 12:38:00,2011-12-02 10:52:00,United Kingdom,361.7966666666667,815
12501,2169.39,1,1783,149,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,2169.39,816
14341,2166.98,8,1397,109,2011-01-25 13:55:00,2011-10-25 15:48:00,United Kingdom,270.8725,817
12633,2163.98,4,1162,73,2011-02-25 08:44:00,2011-10-12 11:40:00,Germany,540.995,818
12935,2160.7,7,1853,80,2011-01-24 13:58:00,2011-12-07 17:25:00,United Kingdom,308.6714285714285,819
16456,2158.18,5,1147,80,2010-12-01 14:11:00,2011-09-01 13:50:00,United Kingdom,431.63599999999997,820
14407,2157.73,6,1415,67,2011-03-08 11:59:00,2011-08-24 14:02:00,United Kingdom,359.62166666666667,821
16379,2157.4,4,1410,87,2011-09-22 09:33:00,2011-12-05 15:38:00,United Kingdom,539.35,822
13224,2155.95,2,1518,101,2011-07-11 14:10:00,2011-10-10 14:55:00,United Kingdom,1077.975,823
16966,2154.97,7,1981,8,2011-04-13 14:17:00,2011-12-01 13:40:00,United Kingdom,307.8528571428571,824
17272,2148.63,4,1778,70,2011-03-22 12:05:00,2011-10-28 16:37:00,United Kingdom,537.1575,825
14828,2139.76,3,2172,17,2011-01-07 09:50:00,2011-05-27 10:16:00,United Kingdom,713.2533333333334,826
12560,2134.01,3,1110,91,2011-07-19 15:55:00,2011-12-04 13:54:00,Germany,711.3366666666667,827
13517,2128.42,3,1369,125,2011-06-13 08:44:00,2011-10-11 11:43:00,United Kingdom,709.4733333333334,828
18061,2119.41,10,955,18,2010-12-08 13:03:00,2011-11-18 11:20:00,United Kingdom,211.94099999999997,829
13632,2118.93,5,1031,121,2011-04-10 15:07:00,2011-11-15 10:51:00,United Kingdom,423.78599999999994,830
14360,2118.03,4,1139,104,2011-09-06 11:58:00,2011-11-08 09:12:00,United Kingdom,529.5075,831
18008,2116.19,9,1581,24,2011-01-25 12:26:00,2011-09-30 15:17:00,United Kingdom,235.13222222222223,832
14691,2114.33,5,707,50,2011-05-11 09:55:00,2011-11-09 12:30:00,United Kingdom,422.866,833
13755,2108.06,9,1242,232,2011-10-07 15:45:00,2011-12-06 12:26:00,United Kingdom,234.2288888888889,834
14640,2107.38,6,880,87,2011-04-26 12:31:00,2011-11-15 13:07:00,United Kingdom,351.23,835
18173,2106.84,4,1220,23,2011-03-10 11:56:00,2011-09-14 11:26:00,United Kingdom,526.71,836
18093,2106.52,4,1392,31,2011-02-10 12:15:00,2011-09-07 15:43:00,United Kingdom,526.63,837
14461,2103.06,3,766,173,2011-03-23 12:15:00,2011-07-14 17:11:00,United Kingdom,701.02,838
15058,2102.54,11,1054,199,2011-01-31 15:35:00,2011-11-14 14:57:00,United Kingdom,191.14,839
15815,2100.6,5,1856,33,2011-03-25 08:43:00,2011-10-07 12:42:00,United Kingdom,420.12,840
13126,2099.64,8,2143,124,2010-12-08 11:42:00,2011-12-05 10:00:00,United Kingdom,262.455,841
12610,2099.54,5,1049,85,2011-08-05 13:52:00,2011-11-17 09:34:00,Italy,419.908,842
17861,2097.88,8,1985,172,2011-01-24 11:34:00,2011-12-06 16:21:00,United Kingdom,262.235,843
17400,2097.84,5,1088,175,2010-12-21 17:16:00,2011-08-05 15:38:00,United Kingdom,419.56800000000004,844
16875,2095.53,5,1069,93,2011-01-04 10:37:00,2011-10-03 13:39:00,United Kingdom,419.10600000000005,845
17191,2093.68,7,1166,163,2010-12-06 14:36:00,2011-11-11 16:58:00,United Kingdom,299.09714285714284,846
14306,2093.32,2,1075,33,2011-09-15 10:31:00,2011-10-19 13:23:00,United Kingdom,1046.66,847
13265,2092.66,5,1740,66,2011-03-11 09:54:00,2011-10-17 15:02:00,United Kingdom,418.532,848
17490,2092.32,7,1134,63,2011-06-16 09:15:00,2011-12-09 09:08:00,United Kingdom,298.90285714285716,849
13297,2089.85,4,963,52,2011-10-03 15:08:00,2011-12-02 09:32:00,United Kingdom,522.4625,850
13571,2088.94,12,1757,157,2011-03-31 12:43:00,2011-11-27 10:47:00,United Kingdom,174.07833333333335,851
18044,2088.6,10,1033,88,2010-12-14 12:25:00,2011-12-05 14:26:00,United Kingdom,208.85999999999999,852
14810,2085.33,11,1015,106,2010-12-05 12:08:00,2011-10-30 11:19:00,United Kingdom,189.57545454545453,853
16954,2085.08,9,1054,40,2010-12-15 10:41:00,2011-12-09 09:46:00,United Kingdom,231.67555555555555,854
17768,2081.9,3,1122,77,2011-06-26 13:46:00,2011-12-01 13:22:00,United Kingdom,693.9666666666667,855
16407,2079.68,10,1093,99,2011-01-31 14:02:00,2011-11-27 11:05:00,United Kingdom,207.968,856
14696,2078.95,7,1630,117,2010-12-01 15:37:00,2011-12-05 13:43:00,United Kingdom,296.99285714285713,857
14515,2076.89,6,1110,68,2011-05-05 12:13:00,2011-11-22 11:37:00,United Kingdom,346.1483333333333,858
14209,2073.43,6,691,55,2011-01-11 12:56:00,2011-11-29 10:18:00,United Kingdom,345.57166666666666,859
18241,2073.09,17,1051,60,2011-05-06 09:22:00,2011-11-30 12:10:00,United Kingdom,121.9464705882353,860
18231,2071.77,5,819,106,2011-02-24 09:08:00,2011-05-31 14:18:00,United Kingdom,414.354,861
18219,2069.77,10,885,58,2010-12-06 10:05:00,2011-12-07 11:43:00,United Kingdom,206.977,862
12948,2064.95,7,1080,82,2011-03-20 10:17:00,2011-11-23 17:10:00,United Kingdom,294.99285714285713,863
12928,2062.7,5,1472,59,2010-12-15 15:45:00,2011-11-04 14:24:00,United Kingdom,412.53999999999996,864
16281,2062.06,1,934,17,2011-09-28 14:57:00,2011-09-28 14:57:00,United Kingdom,2062.06,865
14409,2059.4500000000003,6,1230,40,2010-12-06 15:03:00,2011-09-29 18:18:00,United Kingdom,343.24166666666673,866
12518,2056.89,5,1318,84,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,411.378,867
17667,2055.51,5,1033,85,2011-02-14 09:24:00,2011-10-04 14:32:00,United Kingdom,411.10200000000003,868
14188,2054.36,6,1162,34,2011-02-02 13:46:00,2011-11-09 12:45:00,United Kingdom,342.3933333333334,869
16150,2053.02,5,1047,91,2010-12-02 18:27:00,2011-10-28 12:39:00,United Kingdom,410.604,870
17086,2050.08,6,1859,76,2011-10-07 11:22:00,2011-12-02 13:54:00,United Kingdom,341.68,871
17612,2048.45,6,1808,116,2011-02-15 10:40:00,2011-10-17 14:59:00,United Kingdom,341.4083333333333,872
14232,2048.07,5,1941,81,2011-03-20 12:44:00,2011-10-28 11:09:00,United Kingdom,409.61400000000003,873
18283,2045.53,16,1357,263,2011-01-06 14:14:00,2011-12-06 12:02:00,United Kingdom,127.845625,874
13495,2044.8700000000001,5,829,34,2010-12-06 15:14:00,2011-12-02 11:21:00,United Kingdom,408.97400000000005,875
17597,2044.3700000000001,1,1176,55,2011-05-10 11:54:00,2011-05-10 11:54:00,United Kingdom,2044.3700000000001,876
13450,2043.72,6,1982,32,2011-05-05 19:48:00,2011-11-13 11:54:00,United Kingdom,340.62,877
14001,2043.0800000000002,3,962,34,2010-12-01 12:58:00,2011-10-25 10:31:00,United Kingdom,681.0266666666668,878
12585,2040.1,2,1279,77,2010-12-23 12:58:00,2011-04-19 13:39:00,Germany,1020.05,879
17846,2033.1,1,1,1,2011-09-15 15:20:00,2011-09-15 15:20:00,United Kingdom,2033.1,880
13630,2031.78,7,1391,51,2011-02-27 12:49:00,2011-12-04 15:16:00,United Kingdom,290.2542857142857,881
16358,2027.5,4,1302,82,2011-06-08 15:05:00,2011-12-08 15:09:00,United Kingdom,506.875,882
16409,2022.98,5,1304,145,2011-01-26 14:51:00,2011-11-03 16:45:00,United Kingdom,404.596,883
14482,2022.81,6,1627,110,2011-04-14 16:41:00,2011-11-21 13:14:00,United Kingdom,337.135,884
15341,2020.52,1,812,17,2011-09-20 09:40:00,2011-09-20 09:40:00,United Kingdom,2020.52,885
17625,2020.4,4,1180,223,2011-03-27 12:21:00,2011-11-21 13:36:00,United Kingdom,505.1,886
13593,2011.88,5,719,77,2011-01-07 16:32:00,2011-08-23 13:35:00,United Kingdom,402.37600000000003,887
18069,2009.24,5,1296,334,2011-01-16 15:50:00,2011-11-13 16:03:00,United Kingdom,401.848,888
15372,2007.4,1,2924,27,2011-07-25 16:39:00,2011-07-25 16:39:00,United Kingdom,2007.4,889
16098,2005.63,7,613,34,2010-12-01 09:45:00,2011-09-13 09:59:00,United Kingdom,286.5185714285714,890
14217,2004.98,17,689,78,2010-12-08 13:28:00,2011-12-08 11:53:00,United Kingdom,117.94,891
14544,2004.3,2,1536,97,2010-12-13 12:50:00,2011-11-15 15:06:00,United Kingdom,1002.15,892
17082,2003.8500000000001,2,1049,75,2011-01-25 14:36:00,2011-11-06 15:17:00,United Kingdom,1001.9250000000001,893
16754,2002.4,1,4280,2,2010-12-02 17:38:00,2010-12-02 17:38:00,United Kingdom,2002.4,894
18188,2001.04,3,1168,63,2011-02-22 14:43:00,2011-11-24 16:46:00,United Kingdom,667.0133333333333,895
13305,2000.86,10,1232,50,2010-12-02 12:10:00,2011-12-05 15:15:00,United Kingdom,200.08599999999998,896
16698,1998.0,2,840,4,2011-03-31 13:33:00,2011-04-27 10:52:00,United Kingdom,999.0,897
17679,1992.1100000000001,2,729,29,2011-09-15 10:35:00,2011-10-18 07:43:00,United Kingdom,996.0550000000001,898
17088,1991.01,4,868,96,2011-03-31 09:48:00,2011-11-11 14:23:00,United Kingdom,497.7525,899
17827,1987.33,5,1240,190,2010-12-10 10:18:00,2011-12-04 15:00:00,United Kingdom,397.466,900
13590,1981.92,6,1848,70,2011-02-09 13:25:00,2011-11-28 12:54:00,United Kingdom,330.32,901
17337,1981.06,4,1247,421,2011-02-02 17:06:00,2011-07-11 14:55:00,United Kingdom,495.265,902
14462,1980.57,11,956,150,2011-01-04 12:45:00,2011-10-04 15:55:00,United Kingdom,180.05181818181816,903
13725,1980.56,8,806,95,2011-02-04 12:18:00,2011-10-21 10:03:00,United Kingdom,247.57,904
17422,1979.37,6,2253,93,2011-02-16 14:44:00,2011-11-23 13:27:00,United Kingdom,329.895,905
18204,1975.3500000000001,3,1190,159,2011-05-31 15:26:00,2011-09-29 16:44:00,United Kingdom,658.45,906
17090,1974.65,7,903,45,2010-12-20 13:52:00,2011-12-05 13:44:00,United Kingdom,282.09285714285716,907
15531,1972.39,2,1085,196,2011-11-09 17:47:00,2011-12-01 18:43:00,United Kingdom,986.195,908
16341,1971.8700000000001,4,1398,60,2011-05-22 13:20:00,2011-11-15 09:12:00,United Kingdom,492.96750000000003,909
12674,1970.6,4,1133,52,2011-05-16 09:10:00,2011-11-01 12:12:00,France,492.65,910
17790,1964.3,14,835,121,2010-12-10 10:47:00,2011-11-13 11:30:00,United Kingdom,140.30714285714285,911
17997,1962.46,8,2273,133,2011-06-28 17:28:00,2011-09-26 16:13:00,United Kingdom,245.3075,912
13246,1961.52,6,1587,110,2011-01-13 13:36:00,2011-11-21 16:50:00,United Kingdom,326.92,913
